threshold_name,threshold_value,volume_id,sample_count,supported_pixels,support_weight_sum,method,high_risk_prevalence,auprc,auroc
q85,1.4107755422592163,file_brain_AXT2_200_2000175,16,4866048,1225077.2194213867,U2a,0.6053331526473114,0.8017191219222694,0.7942531714317783
q85,1.4107755422592163,file_brain_AXT2_200_2000175,16,4866048,1225077.2194213867,U2b,0.6053331526473114,0.8852532315825372,0.8922676949027418
q85,1.4107755422592163,file_brain_AXT2_200_2000175,16,4866048,1225077.2194213867,B1,0.6053331526473114,0.8954953178358179,0.8851262977413695
q85,1.4107755422592163,file_brain_AXT2_200_2000175,16,4866048,1225077.2194213867,B2,0.6053331526473114,0.9012350601206081,0.8925988472130905
q85,1.4107755422592163,file_brain_AXT2_200_2000175,16,4866048,1225077.2194213867,B3,0.6053331526473114,0.7033444111350007,0.5816346227100324
q85,1.4107755422592163,file_brain_AXT2_200_2000175,16,4866048,1225077.2194213867,B4,0.6053331526473114,0.8919253971217913,0.8834416786049628
q85,1.4107755422592163,file_brain_AXT2_200_2000175,16,4866048,1225077.2194213867,B5,0.6053331526473114,0.6065273186998809,0.5016158784513474
q85,1.4107755422592163,file_brain_AXT2_200_2000175,16,4866048,1225077.2194213867,B6,0.6053331526473114,0.8769859278912331,0.8861443694718183
q95,2.0520856380462646,file_brain_AXT2_200_2000175,16,4866048,1225077.2194213867,C0,0.15809679815950606,0.6393419292338796,0.8784750091400252
q95,2.0520856380462646,file_brain_AXT2_200_2000175,16,4866048,1225077.2194213867,U1,0.15809679815950606,0.4942300846660301,0.8165770594371187
q95,2.0520856380462646,file_brain_AXT2_200_2000175,16,4866048,1225077.2194213867,U2a,0.15809679815950606,0.2201366182344914,0.6436258171154129
q95,2.0520856380462646,file_brain_AXT2_200_2000175,16,4866048,1225077.2194213867,U2b,0.15809679815950606,0.2035395396333169,0.660529660994787
q95,2.0520856380462646,file_brain_AXT2_200_2000175,16,4866048,1225077.2194213867,B1,0.15809679815950606,0.42505793886602217,0.8150732290618223
q95,2.0520856380462646,file_brain_AXT2_200_2000175,16,4866048,1225077.2194213867,B2,0.15809679815950606,0.43828264388195914,0.8248353092744255
q95,2.0520856380462646,file_brain_AXT2_200_2000175,16,4866048,1225077.2194213867,B3,0.15809679815950606,0.29841842857777034,0.6290943719118527
q95,2.0520856380462646,file_brain_AXT2_200_2000175,16,4866048,1225077.2194213867,B4,0.15809679815950606,0.3605375437982945,0.7818411853230454
q95,2.0520856380462646,file_brain_AXT2_200_2000175,16,4866048,1225077.2194213867,B5,0.15809679815950606,0.15876939603626908,0.5012673740972099
q95,2.0520856380462646,file_brain_AXT2_200_2000175,16,4866048,1225077.2194213867,B6,0.15809679815950606,0.30038955198266565,0.7663958635186713
q85,1.4107755422592163,file_brain_AXT2_200_2000360,16,4866048,1316783.5888671875,C0,0.5140085568721569,0.9461775852849061,0.9469583976571918
q85,1.4107755422592163,file_brain_AXT2_200_2000360,16,4866048,1316783.5888671875,U1,0.5140085568721569,0.8693101419269922,0.8596484682242649
q85,1.4107755422592163,file_brain_AXT2_200_2000360,16,4866048,1316783.5888671875,U2a,0.5140085568721569,0.6181186307014682,0.674663242457904
q85,1.4107755422592163,file_brain_AXT2_200_2000360,16,4866048,1316783.5888671875,U2b,0.5140085568721569,0.6176995575115883,0.7005355786969323
q85,1.4107755422592163,file_brain_AXT2_200_2000360,16,4866048,1316783.5888671875,B1,0.5140085568721569,0.7436665788860213,0.7799453145046558
q85,1.4107755422592163,file_brain_AXT2_200_2000360,16,4866048,1316783.5888671875,B2,0.5140085568721569,0.745020554751495,0.781332875626014
q85,1.4107755422592163,file_brain_AXT2_200_2000360,16,4866048,1316783.5888671875,B3,0.5140085568721569,0.5567082934120771,0.5077553313085056
q85,1.4107755422592163,file_brain_AXT2_200_2000360,16,4866048,1316783.5888671875,B4,0.5140085568721569,0.810846315663043,0.8464346433872025
q85,1.4107755422592163,file_brain_AXT2_200_2000360,16,4866048,1316783.5888671875,B5,0.5140085568721569,0.5146300143567094,0.5009325086659551
q85,1.4107755422592163,file_brain_AXT2_200_2000360,16,4866048,1316783.5888671875,B6,0.5140085568721569,0.7012556502207868,0.780673103258104
q95,2.0520856380462646,file_brain_AXT2_200_2000360,16,4866048,1316783.5888671875,C0,0.20707830562173538,0.6790724678958577,0.9046788431197937
q95,2.0520856380462646,file_brain_AXT2_200_2000360,16,4866048,1316783.5888671875,U1,0.20707830562173538,0.5035430600302734,0.8238236690145861
q95,2.0520856380462646,file_brain_AXT2_200_2000360,16,4866048,1316783.5888671875,U2a,0.20707830562173538,0.2163358360167188,0.5431906812047976
q95,2.0520856380462646,file_brain_AXT2_200_2000360,16,4866048,1316783.5888671875,U2b,0.20707830562173538,0.1941413863459892,0.5193622651909359
q95,2.0520856380462646,file_brain_AXT2_200_2000360,16,4866048,1316783.5888671875,B1,0.20707830562173538,0.32046636840120446,0.6499499797354159
q95,2.0520856380462646,file_brain_AXT2_200_2000360,16,4866048,1316783.5888671875,B2,0.20707830562173538,0.32204532889860776,0.6483142130488428
q95,2.0520856380462646,file_brain_AXT2_200_2000360,16,4866048,1316783.5888671875,B3,0.20707830562173538,0.27264304147331414,0.5628213889605225
q95,2.0520856380462646,file_brain_AXT2_200_2000360,16,4866048,1316783.5888671875,B4,0.20707830562173538,0.39992099004212095,0.7722951809260632
q95,2.0520856380462646,file_brain_AXT2_200_2000360,16,4866048,1316783.5888671875,B5,0.20707830562173538,0.20732933001716355,0.500381630372247
q95,2.0520856380462646,file_brain_AXT2_200_2000360,16,4866048,1316783.5888671875,B6,0.20707830562173538,0.26772626135358657,0.6564235648549784
q85,1.4107755422592163,file_brain_AXT2_200_2000362,16,4866048,1371689.7202148438,C0,0.47872557867917376,0.942130493294884,0.9530517653076447
q85,1.4107755422592163,file_brain_AXT2_200_2000362,16,4866048,1371689.7202148438,U1,0.47872557867917376,0.9181134356699153,0.9183865530195282
q85,1.4107755422592163,file_brain_AXT2_200_2000362,16,4866048,1371689.7202148438,U2a,0.47872557867917376,0.5481984045213628,0.6314286515820494
q85,1.4107755422592163,file_brain_AXT2_200_2000362,16,4866048,1371689.7202148438,U2b,0.47872557867917376,0.5687223763215417,0.6777508535658825
q85,1.4107755422592163,file_brain_AXT2_200_2000362,16,4866048,1371689.7202148438,B1,0.47872557867917376,0.7517584608660682,0.8247522495422274
q85,1.4107755422592163,file_brain_AXT2_200_2000362,16,4866048,1371689.7202148438,B2,0.47872557867917376,0.7598116547048289,0.83740859241549
q85,1.4107755422592163,file_brain_AXT2_200_2000362,16,4866048,1371689.7202148438,B3,0.47872557867917376,0.5102888974991072,0.5048789070496001
q85,1.4107755422592163,file_brain_AXT2_200_2000362,16,4866048,1371689.7202148438,B4,0.47872557867917376,0.8122047679051547,0.8363407358919472
q85,1.4107755422592163,file_brain_AXT2_200_2000362,16,4866048,1371689.7202148438,B5,0.47872557867917376,0.4787451737280621,0.4999696685668735
q85,1.4107755422592163,file_brain_AXT2_200_2000362,16,4866048,1371689.7202148438,B6,0.47872557867917376,0.6896521968680454,0.8027806243070214
q95,2.0520856380462646,file_brain_AXT2_200_2000362,16,4866048,1371689.7202148438,C0,0.1805122216344091,0.6582548039719117,0.9063841077374161
q95,2.0520856380462646,file_brain_AXT2_200_2000362,16,4866048,1371689.7202148438,U1,0.1805122216344091,0.5802362374835549,0.8600956713311164
q95,2.0520856380462646,file_brain_AXT2_200_2000362,16,4866048,1371689.7202148438,U2a,0.1805122216344091,0.1779716161975803,0.5278756538928254
q95,2.0520856380462646,file_brain_AXT2_200_2000362,16,4866048,1371689.7202148438,U2b,0.1805122216344091,0.16953507395653855,0.521040532628757
q95,2.0520856380462646,file_brain_AXT2_200_2000362,16,4866048,1371689.7202148438,B1,0.1805122216344091,0.36510605738754054,0.7701201677145363
q95,2.0520856380462646,file_brain_AXT2_200_2000362,16,4866048,1371689.7202148438,B2,0.1805122216344091,0.3714306459359887,0.7821348072654339
q95,2.0520856380462646,file_brain_AXT2_200_2000362,16,4866048,1371689.7202148438,B3,0.1805122216344091,0.22663835319037087,0.5512863517978399
q95,2.0520856380462646,file_brain_AXT2_200_2000362,16,4866048,1371689.7202148438,B4,0.1805122216344091,0.4006800544180194,0.7817306136257581
q95,2.0520856380462646,file_brain_AXT2_200_2000362,16,4866048,1371689.7202148438,B5,0.1805122216344091,0.1805442568630971,0.5000086237130724
